harvest_year,strip,section,plot,section_1926-67,fertilizer_code,cropping,year_of_wheat,previous_crop,fym_factor_level,fym_applied,fym_date,castor_meal_factor_level,castor_meal_n_applied,castor_meal_date,n_factor_level,n_timing,autumn_n_kg/ha,autumn_n_date,spring1_n_kg/ha,spring1_n_date,spring2_n_kg/ha,spring2_n_date,spring3_n_kg/ha,spring3_n_date,total_fertilizer_n_amount,p_factor_level,p_amount,p_date,k_factor_level,k_amount,k_date,na_factor_level,na_amount,na_date,mg_factor_level,mg_amount,mg_date,survey_date,Aethusa cynapium,Agrostis gigantea,Alopecurus myosuroides,Anagallis arvensis,Aphanes arvensis,Arenaria serpyllifolia,Atriplex patula,Avena fatua,Hordeum vulgare,Bromus commutatus,Bromus secalinus,Capsella bursa-pastoris,Cerastium fontanum,Chenopodium album,Cirsium arvense,Convolvulus arvensis,Elymus repens,Equisetum arvense,Euphorbia exigua,Fallopia convolvulus,Fumaria officinalis,Galeopsis tetrahit,Galium aparine,Galium tricornutum,Geranium dissectum,Juncus bufonius,Lamium purpureum,Lathyrus pratensis,Legousia hybrida,Lithospermum arvense,Medicago lupulina,Minuartia hybrida,Myosotis arvensis,Odontites verna,Papaver argemone,Papaver rhoeas,Poa annua,Poa trivialis,Polygonum aviculare,Ranunculus arvensis,Rumex obtusifolius,Scandix pecten-veneris,Senecio vulgaris,Sinipas arvensis,Sisymbrium officinale,Sonchus arvensis,Stellaria media,Trifolium sp.,Tripleurospermum inodorum,Tussilago farfara,Umbelliferae,Urtica dioica,Valerianella dentata,Veronica arvensis,Veronica hederifolia,Veronica persica,Veronica sp.,Vicia Fabia,Vicia sativa,Viola arvensis,sow_date,harvest_date,cultivar,total_grain,cleaned_grain,straw,%_weed_seeds,weed_seed_weight,notes_id
2005,7,8,7\8,VA,N2(P)KMg,winter wheat,4.000,winter wheat,nil,0,*,*,*,*,N2,mid_spring,0,*,0,*,96,2005-04-14,0,*,96,(P),0.000,*,K,90,2005-03-15,nil,0,*,Mg,12,2005-03-15,*,0.000,0.000,25.000,0.000,22.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,23.000,2.000,0.000,0.000,20.000,0,21.000,0.000,0.000,0.000,0.000,1.000,0.000,16.000,0.000,0.000,0.000,0.000,10.000,0.000,11.000,10.000,0.000,25.000,0.000,2004-11-05,2005-08-10,Hereward,2.350,2.080,3.260,11.489,0.270,*
2005,8,8,8\8,VA,N3(P)KMg,winter wheat,4.000,winter wheat,nil,0,*,*,*,*,N3,mid_spring,0,*,0,*,144,2005-04-14,0,*,144,(P),0.000,*,K,90,2005-03-15,nil,0,*,Mg,12,2005-03-15,*,0.000,0.000,24.000,0.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.000,0.000,0.000,1.000,7.000,0,18.000,0.000,0.000,0.000,0.000,9.000,0.000,13.000,0.000,0.000,0.000,0.000,4.000,0.000,5.000,0.000,0.000,22.000,0.000,2004-11-05,2005-08-10,Hereward,2.730,2.530,4.350,7.326,0.200,*
2005,9,8,9\8,VA,N4(P)KMg,winter wheat,4.000,winter wheat,nil,0,*,*,*,*,N4,mid_spring,0,*,0,*,192,2005-04-14,0,*,192,(P),0.000,*,K,90,2005-03-15,nil,0,*,Mg,12,2005-03-15,*,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,0.000,0.000,0.000,0.000,0,23.000,0.000,0.000,0.000,0.000,5.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,2004-11-05,2005-08-10,Hereward,3.330,3.090,3.630,7.207,0.240,*
2005,10,8,10\8,VA,N4,winter wheat,4.000,winter wheat,nil,0,*,*,*,*,N4,mid_spring,0,*,0,*,192,2005-04-14,0,*,192,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,0.000,0.000,25.000,0.000,23.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,10.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,4.000,0.000,0.000,7.000,0.000,13.000,0.000,0.000,8.000,1.000,0,22.000,0.000,0.000,0.000,0.000,1.000,0.000,21.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,21.000,10.000,2004-11-05,2005-08-10,Hereward,1.700,1.430,1.840,15.882,0.270,*
2005,11,8,11\8,VA,N4PMg,winter wheat,4.000,winter wheat,nil,0,*,*,*,*,N4,mid_spring,0,*,0,*,192,2005-04-14,0,*,192,P,35.000,2004-10-13,nil,0,*,nil,0,*,Mg,12,2005-03-15,*,2.000,0.000,25.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,10.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.000,0.000,0.000,0.000,0.000,0,16.000,0.000,0.000,0.000,0.000,9.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,5.000,2004-11-05,2005-08-10,Hereward,2.820,2.520,3.290,10.638,0.300,*
2005,12,8,12\8,VA,N1+3+1(P)K2Mg2,winter wheat,4.000,winter wheat,nil,0,*,*,*,*,N1+3+1,early_mid_&_late_spring,0,*,48,2005-03-07,144,2005-04-14,48,2005-05-10,240,(P),0.000,*,K2,180,2005-03-15,nil,0,*,Mg2,24,2005-03-15,*,0.000,1.000,25.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,0.000,0.000,0.000,6.000,0,15.000,0.000,0.000,0.000,0.000,20.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,1.000,2004-11-05,2005-08-10,Hereward,3.530,3.360,5.000,4.816,0.170,*
2005,13,8,13\8,VA,N4PK,winter wheat,4.000,winter wheat,nil,0,*,*,*,*,N4,mid_spring,0,*,0,*,192,2005-04-14,0,*,192,P,35.000,2004-10-13,K,90,2005-03-15,nil,0,*,nil,0,*,*,0.000,0.000,25.000,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,21.000,0.000,0.000,1.000,7.000,1,15.000,0.000,0.000,0.000,0.000,6.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,22.000,10.000,2004-11-05,2005-08-10,Hereward,3.680,3.390,4.730,7.880,0.290,*
2005,14,8,14\8,VA,N4PK*(Mg*),winter wheat,4.000,winter wheat,nil,0,*,*,*,*,N4,mid_spring,0,*,0,*,192,2005-04-14,0,*,192,P,35.000,2004-10-13,K*,90,2004-10-13,nil,0,*,(Mg*),0,*,*,2.000,0.000,25.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,19.000,0.000,0.000,2.000,6.000,0,14.000,0.000,0.000,0.000,0.000,1.000,0.000,7.000,0.000,0.000,0.000,0.000,5.000,0.000,4.000,6.000,0.000,19.000,2.000,2004-11-05,2005-08-10,Hereward,4.030,3.630,5.720,9.926,0.400,4
2005,15,8,15\8,VA,N5(P)KMg,winter wheat,4.000,winter wheat,nil,0,*,*,*,*,N5,mid_spring,0,*,0,*,240,2005-04-14,0,*,240,(P),0.000,*,K,90,2005-03-15,nil,0,*,Mg,12,2005-03-15,*,0.000,0.000,25.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,1.000,0,6.000,0.000,0.000,0.000,0.000,13.000,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,18.000,0.000,2004-11-05,2005-08-10,Hereward,3.020,2.700,5.900,10.596,0.320,*
2005,16,8,16\8,VA,N6(P)KMg,winter wheat,4.000,winter wheat,nil,0,*,*,*,*,N6,mid_spring,0,*,0,*,288,2005-04-14,0,*,288,(P),0.000,*,K,90,2005-03-15,nil,0,*,Mg,12,2005-03-15,*,0.000,0.000,25.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,3,0.000,0.000,0.000,0.000,0.000,3.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,19.000,0.000,2004-11-05,2005-08-10,Hereward,3.980,3.470,6.380,12.814,0.510,*
2005,17,8,17\8,VA,N1+4+1 PKMg,winter wheat,4.000,winter wheat,nil,0,*,*,*,*,N1+4+1,early_mid_&_late_spring,0,*,48,2005-03-07,192,2005-04-14,48,2005-05-10,288,P,35.000,2004-10-13,K,90,2005-03-15,nil,0,*,Mg,12,2005-03-15,*,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,12.000,0.000,2004-11-05,2005-08-10,Hereward,3.770,3.520,6.280,6.631,0.250,*
2005,18,8,18\8,VA,N1+2+1 PKMg,winter wheat,4.000,winter wheat,nil,0,*,*,*,*,N1+2+1,early_mid_&_late_spring,0,*,48,2005-03-07,96,2005-04-14,48,2005-05-10,192,P,35.000,2004-10-13,K,90,2005-03-15,nil,0,*,Mg,12,2005-03-15,*,1.000,0.000,25.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,9,0.000,0.000,0.000,0.000,0.000,16.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,13.000,2.000,2004-11-05,2005-08-10,Hereward,3.510,3.270,5.940,6.838,0.240,*
2005,19,8,19\8,VA,N1+1+1 KMg,winter wheat,4.000,winter wheat,nil,0,*,*,*,*,N1+1+1,early_mid_&_late_spring,0,*,48,2005-03-07,48,2005-04-14,48,2005-05-10,144,nil,0.000,*,K,90,2005-03-15,nil,0,*,Mg,12,2005-03-15,*,0.000,0.000,25.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,3.000,0.000,0.000,0.000,0.000,22.000,0.000,0.000,3.000,0.000,7,21.000,0.000,0.000,0.000,0.000,1.000,0.000,3.000,0.000,0.000,0.000,0.000,3.000,0.000,1.000,2.000,0.000,22.000,7.000,2004-11-05,2005-08-10,Hereward,2.560,2.210,5.020,13.672,0.350,*
2006,21,8,21\8,VA,FYM N3,winter wheat,5.000,winter wheat,FYM,35,2005-09-28,*,*,*,N3,mid_spring,0,*,0,*,144,2006-04-20,0,*,144,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0,11.000,0.000,0.000,0.000,0.000,21.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,2005-10-11,2006-08-23,Hereward,2.440,2.210,5.100,9.426,0.230,45
2006,22,8,22\8,VA,FYM,winter wheat,5.000,winter wheat,FYM,35,2005-09-28,*,*,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,0.000,0.000,25.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,3.000,4.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,1.000,1.000,0.000,16.000,0.000,0.000,0.000,0.000,0,25.000,0.000,0.000,0.000,0.000,13.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,16.000,0.000,2005-10-11,2006-08-23,Hereward,2.990,2.730,5.700,8.696,0.260,46
2006,3,8,3\8,VA,Nil,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,nil,*,0,*,0,*,0,*,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,0.000,0.000,25.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,6.000,0.000,21.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,23.000,20.000,0.000,4.000,0.000,18.000,0.000,0.000,0.000,10.000,0,24.000,1.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,11.000,0.000,0.000,2.000,0.000,12.000,2.000,2005-10-11,2006-08-23,Hereward,0.830,0.720,1.930,13.253,0.110,*
2006,5,8,5\8,VA,(P)KMg,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,nil,*,0,*,0,*,0,*,0,*,0,(P),0.000,*,K,90,2006-03-13,nil,0,*,Mg,12,2006-03-13,*,0.000,0.000,25.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,22.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,1.000,1.000,0,25.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,25.000,0.000,2005-10-11,2006-08-23,Hereward,1.200,1.010,3.280,15.833,0.190,*
2006,6,8,6\8,VA,N1(P)KMg,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N1,mid_spring,0,*,0,*,48,2006-04-20,0,*,48,(P),0.000,*,K,90,2006-03-13,nil,0,*,Mg,12,2006-03-13,*,0.000,0.000,25.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,3.000,17.000,0,21.000,0.000,0.000,0.000,0.000,3.000,0.000,7.000,0.000,0.000,0.000,0.000,4.000,0.000,2.000,0.000,0.000,25.000,0.000,2005-10-11,2006-08-23,Hereward,1.180,0.950,3.890,19.492,0.230,*
2006,7,8,7\8,VA,N2(P)KMg,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N2,mid_spring,0,*,0,*,96,2006-04-20,0,*,96,(P),0.000,*,K,90,2006-03-13,nil,0,*,Mg,12,2006-03-13,*,0.000,0.000,25.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,0.000,2.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0,22.000,0.000,0.000,0.000,0.000,7.000,0.000,4.000,0.000,0.000,0.000,0.000,2.000,0.000,5.000,0.000,0.000,18.000,0.000,2005-10-11,2006-08-23,Hereward,1.550,1.280,3.980,17.419,0.270,*
2006,8,8,8\8,VA,N3(P)KMg,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N3,mid_spring,0,*,0,*,144,2006-04-20,0,*,144,(P),0.000,*,K,90,2006-03-13,nil,0,*,Mg,12,2006-03-13,*,0.000,0.000,25.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,8.000,0,18.000,0.000,0.000,0.000,0.000,22.000,0.000,14.000,0.000,0.000,0.000,0.000,1.000,0.000,2.000,0.000,0.000,24.000,0.000,2005-10-11,2006-08-23,Hereward,2.280,2.120,3.840,7.018,0.160,*
2006,9,8,9\8,VA,N4(P)KMg,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N4,mid_spring,0,*,0,*,192,2006-04-20,0,*,192,(P),0.000,*,K,90,2006-03-13,nil,0,*,Mg,12,2006-03-13,*,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0,13.000,0.000,0.000,0.000,0.000,16.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,2005-10-11,2006-08-23,Hereward,2.790,2.610,4.380,6.452,0.180,*
2006,10,8,10\8,VA,N4,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N4,mid_spring,0,*,0,*,192,2006-04-20,0,*,192,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,*,0.000,8.000,25.000,0.000,22.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,11.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,1.000,0.000,12.000,0.000,0.000,8.000,7.000,0,23.000,1.000,0.000,0.000,0.000,5.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.000,17.000,2005-10-11,2006-08-23,Hereward,0.890,0.730,3.070,17.978,0.160,*
2006,11,8,11\8,VA,N4PMg,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N4,mid_spring,0,*,0,*,192,2006-04-20,0,*,192,P,35.000,2005-09-27,nil,0,*,nil,0,*,Mg,12,2006-03-13,*,0.000,0.000,25.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,1,10.000,0.000,0.000,0.000,0.000,24.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2005-10-11,2006-08-23,Hereward,1.110,1.030,2.560,7.207,0.080,*
2006,12,8,12\8,VA,N1+3+1(P)KMg,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N1+3+1,early_mid_&_late_spring,0,*,48,2006-03-13,144,2006-04-20,48,2006-05-17,240,(P),0.000,*,K,90,2006-03-13,nil,0,*,Mg,12,2006-03-13,*,0.000,0.000,25.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,3.000,0,15.000,0.000,0.000,0.000,0.000,25.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,5.000,0.000,2005-10-11,2006-08-23,Hereward,1.170,1.030,3.010,11.966,0.140,20
2006,13,8,13\8,VA,N4PK,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N4,mid_spring,0,*,0,*,192,2006-04-20,0,*,192,P,35.000,2005-09-27,K,90,2006-03-13,nil,0,*,nil,0,*,*,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,1,15.000,0.000,0.000,0.000,0.000,22.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,2005-10-11,2006-08-23,Hereward,2.680,2.450,4.290,8.582,0.230,*
2006,14,8,14\8,VA,N4PK*(Mg*),winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N4,mid_spring,0,*,0,*,192,2006-04-20,0,*,192,P,35.000,2005-09-27,K*,90,2005-09-28,nil,0,*,(Mg*),0,*,*,0.000,0.000,25.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,1.000,4.000,1,21.000,0.000,0.000,0.000,0.000,24.000,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,11.000,0.000,2005-10-11,2006-08-23,Hereward,1.780,1.570,4.140,11.798,0.210,*
2006,15,8,15\8,VA,N5(P)KMg,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N5,mid_spring,0,*,0,*,240,2006-04-20,0,*,240,(P),0.000,*,K,90,2006-03-13,nil,0,*,Mg,12,2006-03-13,*,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,1.000,2,1.000,0.000,0.000,0.000,0.000,22.000,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,8.000,0.000,2005-10-11,2006-08-23,Hereward,1.480,1.280,3.940,13.514,0.200,*
2006,16,8,16\8,VA,N6(P)KMg,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N6,mid_spring,0,*,0,*,288,2006-04-20,0,*,288,(P),0.000,*,K,90,2006-03-13,nil,0,*,Mg,12,2006-03-13,*,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.000,0.000,0.000,0.000,0.000,7,0.000,0.000,0.000,0.000,0.000,18.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,9.000,0.000,2005-10-11,2006-08-23,Hereward,1.280,1.180,3.050,7.813,0.100,*
2006,17,8,17\8,VA,N1+4+1 PKMg,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N1+4+1,early_mid_&_late_spring,0,*,48,2006-03-13,192,2006-04-20,48,2006-05-17,288,P,35.000,2005-09-27,K,90,2006-03-13,nil,0,*,Mg,12,2006-03-13,*,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,1,0.000,0.000,0.000,0.000,0.000,24.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,3.000,0.000,0.000,0.000,2005-10-11,2006-08-23,Hereward,0.570,0.430,2.020,24.561,0.140,*
2006,18,8,18\8,VA,N1+2+1 PKMg,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N1+2+1,early_mid_&_late_spring,0,*,48,2006-03-13,96,2006-04-20,48,2006-05-17,192,P,35.000,2005-09-27,K,90,2006-03-13,nil,0,*,Mg,12,2006-03-13,*,0.000,0.000,25.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,6,4.000,0.000,0.000,0.000,0.000,25.000,0.000,9.000,0.000,0.000,0.000,0.000,2.000,0.000,4.000,4.000,0.000,3.000,2.000,2005-10-11,2006-08-23,Hereward,1.190,1.060,2.820,10.924,0.130,*
2006,19,8,19\8,VA,N1+1+1 KMg,winter wheat,5.000,winter wheat,nil,0,*,*,*,*,N1+1+1,early_mid_&_late_spring,0,*,48,2006-03-13,48,2006-04-20,48,2006-05-17,144,nil,0.000,*,K,90,2006-03-13,nil,0,*,Mg,12,2006-03-13,*,0.000,0.000,25.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,6.000,0.000,6,19.000,0.000,0.000,0.000,0.000,11.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,2005-10-11,2006-08-23,Hereward,1.080,0.970,3.520,10.185,0.110,*
2007,21,8,21\8,VA,FYM N3,winter wheat,6.000,winter wheat,FYM,35,2006-10-04,*,*,*,N3,mid_spring,0,*,0,*,144,2007-04-24,0,*,144,nil,0.000,*,nil,0,*,nil,0,*,nil,0,*,2007-06-28,0.000,0.000,25.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,0,14.000,0.000,0.000,0.000,0.000,14.000,0.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,2006-11-01,2007-08-26,Hereward,2.480,1.450,5.510,41.532,1.030,45
