harvest_year,crop,plot,fertilizer_code,fym_factor_level,n_factor_level,fertilizer_n_amount,p_factor_level,fertilizer_p_amount,k_factor_level,fertilizer_k_amount,na_factor_level,fertilizer_na_amount,mg_factor_level,fertilizer_mg_amount,planting_date_start,planting_date_end,harvest_date_start,harvest_date_end,variety,tuber_%_nitrogen_content,tuber_nitrogen_content,tuber_good_yield,tuber_small_yield,tuber_diseased_yield,tuber_total_fresh_weight_yield,tuber_%_dry_matter,tuber_total_ dry_matter_yield,grain_yield,straw_yield,note_id
1871,winter wheat,2,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,03/11/1870,*,*,*,red rostock,*,*,*,*,*,*,*,*,0.000,0.000,1.000
1871,winter wheat,3,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,03/11/1870,*,*,*,red rostock,*,*,*,*,*,*,*,*,0.000,0.000,1.000
1871,winter wheat,4,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,03/11/1870,*,*,*,red rostock,*,*,*,*,*,*,*,*,0.000,0.000,1.000
1871,winter wheat,5,N ,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,03/11/1870,*,*,*,red rostock,*,*,*,*,*,*,*,*,0.000,0.000,1.000
1871,winter wheat,6,N ,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,03/11/1870,*,*,*,red rostock,*,*,*,*,*,*,*,*,0.000,0.000,1.000
1871,winter wheat,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,03/11/1870,*,*,*,red rostock,*,*,*,*,*,*,*,*,0.000,0.000,1.000
1871,winter wheat,8,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,03/11/1870,*,*,*,red rostock,*,*,*,*,*,*,*,*,0.000,0.000,1.000
1871,winter wheat,9,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,03/11/1870,*,*,*,red rostock,*,*,*,*,*,*,*,*,0.000,0.000,1.000
1871,winter wheat,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,03/11/1870,*,*,*,red rostock,*,*,*,*,*,*,*,*,0.000,0.000,1.000
1872,fallow,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2.000
1872,fallow,2,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2.000
1872,fallow,3,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2.000
1872,fallow,4,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2.000
1872,fallow,5,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2.000
1872,fallow,6,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2.000
1872,fallow,7,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2.000
1872,fallow,8,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2.000
1872,fallow,9,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2.000
1872,fallow,10,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2.000
1873,winter wheat,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,19/03/1872,*,*,*,rivetts ,*,*,*,*,*,*,*,*,0.853,1.845,3.000
1873,winter wheat,2,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,19/03/1872,*,*,*,rivetts ,*,*,*,*,*,*,*,*,0.853,1.845,3.000
1873,winter wheat,3,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,19/03/1872,*,*,*,rivetts ,*,*,*,*,*,*,*,*,0.728,1.933,3.000
1873,winter wheat,4,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,19/03/1872,*,*,*,rivetts ,*,*,*,*,*,*,*,*,0.728,1.933,3.000
1873,winter wheat,5,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,19/03/1872,*,*,*,rivetts ,*,*,*,*,*,*,*,*,0.803,1.995,3.000
1873,winter wheat,6,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,19/03/1872,*,*,*,rivetts ,*,*,*,*,*,*,*,*,0.803,1.995,3.000
1873,winter wheat,7,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,19/03/1872,*,*,*,rivetts ,*,*,*,*,*,*,*,*,0.954,2.334,3.000
1873,winter wheat,8,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,19/03/1872,*,*,*,rivetts ,*,*,*,*,*,*,*,*,0.954,2.334,3.000
1873,winter wheat,9,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,19/03/1872,*,*,*,rivetts ,*,*,*,*,*,*,*,*,1.004,2.259,3.000
1873,winter wheat,10,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,19/03/1872,*,*,*,rivetts ,*,*,*,*,*,*,*,*,1.004,2.259,3.000
1874,winter wheat,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,14/11/1873,*,*,*,rivetts ,*,*,*,*,*,*,*,*,1.556,2.171,4.000
1874,winter wheat,2,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,14/11/1873,*,*,*,rivetts ,*,*,*,*,*,*,*,*,1.556,2.171,4.000
1874,winter wheat,3,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,14/11/1873,*,*,*,rivetts ,*,*,*,*,*,*,*,*,1.431,2.121,4.000
1874,winter wheat,4,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,14/11/1873,*,*,*,rivetts ,*,*,*,*,*,*,*,*,1.431,2.121,4.000
1874,winter wheat,5,N ,0,N,48.203,0,0.000,0,0.000,0,0.000,0,0.000,14/11/1873,*,*,*,rivetts ,*,*,*,*,*,*,*,*,2.497,3.778,4.000
1874,winter wheat,6,N ,0,N,48.203,0,0.000,0,0.000,0,0.000,0,0.000,14/11/1873,*,*,*,rivetts ,*,*,*,*,*,*,*,*,2.497,3.778,4.000
1874,winter wheat,7,N ,0,N,48.203,0,0.000,0,0.000,0,0.000,0,0.000,14/11/1873,*,*,*,rivetts ,*,*,*,*,*,*,*,*,2.485,3.853,4.000
1874,winter wheat,8,N ,0,N,48.203,0,0.000,0,0.000,0,0.000,0,0.000,14/11/1873,*,*,*,rivetts ,*,*,*,*,*,*,*,*,2.485,3.853,4.000
1874,winter wheat,9,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,14/11/1873,*,*,*,rivetts ,*,*,*,*,*,*,*,*,1.355,2.046,4.000
1874,winter wheat,10,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,14/11/1873,*,*,*,rivetts ,*,*,*,*,*,*,*,*,1.355,2.046,4.000
1875,fallow,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5.000
1875,fallow,2,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5.000
1875,fallow,3,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5.000
1875,fallow,4,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5.000
1875,fallow,5,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5.000
1875,fallow,6,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5.000
1875,fallow,7,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5.000
1875,fallow,8,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5.000
1875,fallow,9,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5.000
1875,fallow,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5.000
1876,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10/06/1876,13/06/1876,30/10/1876,31/10/1876,rock,1.130,25.207,8.318,0.659,0.722,9.699,23.000,2.231,*,*,*
1876,potatoes,2,FYM,FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,10/06/1876,13/06/1876,30/10/1876,31/10/1876,rock,0.950,23.828,9.824,0.502,0.392,10.719,23.400,2.508,*,*,*
1876,potatoes,3,FYM P,FYM,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,10/06/1876,13/06/1876,30/10/1876,31/10/1876,rock,0.810,25.512,11.896,0.847,0.659,13.402,23.500,3.150,*,*,*
1876,potatoes,4,FYM N*P,FYM,N*,96.406,P,33.630,0,0.000,0,0.000,0,0.000,10/06/1876,13/06/1876,30/10/1876,31/10/1876,rock,1.390,49.761,13.716,0.722,2.448,16.886,21.200,3.580,*,*,*
1876,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,10/06/1876,13/06/1876,30/10/1876,31/10/1876,rock,1.500,24.139,5.681,0.847,0.753,7.282,22.100,1.609,*,*,*
1876,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,10/06/1876,13/06/1876,30/10/1876,31/10/1876,rock,1.490,31.947,7.784,0.722,1.240,9.746,22.000,2.144,*,*,*
1876,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,10/06/1876,13/06/1876,30/10/1876,31/10/1876,rock,1.270,53.986,16.635,1.193,2.511,20.339,20.900,4.251,*,*,*
1876,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,10/06/1876,13/06/1876,30/10/1876,31/10/1876,rock,1.330,64.316,17.295,1.256,3.531,22.081,21.900,4.836,*,*,*
1876,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,10/06/1876,13/06/1876,30/10/1876,31/10/1876,rock,0.840,29.988,12.398,1.067,1.726,15.192,23.500,3.570,*,*,*
1876,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,10/06/1876,13/06/1876,30/10/1876,31/10/1876,rock,0.740,26.302,13.026,0.847,1.648,15.521,22.900,3.554,*,*,*
1877,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,27/04/1877,28/04/1877,11/10/1877,11/10/1877,rock,0.910,22.810,6.434,0.847,0.314,7.596,33.000,2.507,*,*,*
1877,potatoes,2,FYM,FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,27/04/1877,28/04/1877,11/10/1877,11/10/1877,rock,0.800,31.408,12.649,1.412,0.753,14.815,26.500,3.926,*,*,*
1877,potatoes,3,FYM P,FYM,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,27/04/1877,28/04/1877,11/10/1877,11/10/1877,rock,0.800,27.355,11.739,0.910,0.502,13.151,26.000,3.419,*,*,*
1877,potatoes,4,FYM N*P,FYM,N*,96.406,P,33.630,0,0.000,0,0.000,0,0.000,27/04/1877,28/04/1877,11/10/1877,11/10/1877,rock,1.110,61.882,17.420,0.879,2.197,20.496,27.200,5.575,*,*,*
1877,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,27/04/1877,28/04/1877,11/10/1877,11/10/1877,rock,1.280,28.637,8.757,0.910,0.502,10.170,22.000,2.237,*,*,*
1877,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,27/04/1877,28/04/1877,11/10/1877,11/10/1877,rock,1.160,40.455,11.896,0.847,0.722,13.465,25.900,3.487,*,*,*
1877,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,27/04/1877,28/04/1877,11/10/1877,11/10/1877,rock,0.950,53.351,16.573,1.412,1.789,19.774,28.400,5.616,*,*,*
1877,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,27/04/1877,28/04/1877,11/10/1877,11/10/1877,rock,0.980,58.362,18.613,1.099,2.103,21.814,27.300,5.955,*,*,*
1877,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,27/04/1877,28/04/1877,11/10/1877,11/10/1877,rock,0.760,16.689,6.623,1.475,0.188,8.286,26.500,2.196,*,*,*
1877,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,27/04/1877,28/04/1877,11/10/1877,11/10/1877,rock,0.780,19.815,8.380,0.942,0.157,9.479,26.800,2.540,*,*,*
1878,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,29/04/1878,29/04/1878,18/09/1878,21/09/1878,rock,0.880,16.517,5.869,1.099,0.251,7.219,26.000,1.877,*,*,*
1878,potatoes,2,FYM,FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,29/04/1878,29/04/1878,18/09/1878,21/09/1878,rock,0.860,29.441,11.425,1.538,1.067,14.030,24.400,3.423,*,*,*
1878,potatoes,3,FYM P,FYM,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,29/04/1878,29/04/1878,18/09/1878,21/09/1878,rock,0.860,37.518,14.846,1.820,1.664,18.330,23.800,4.363,*,*,*
1878,potatoes,4,FYM N*P,FYM,N*,96.406,P,33.630,0,0.000,0,0.000,0,0.000,29/04/1878,29/04/1878,18/09/1878,21/09/1878,rock,1.230,57.239,16.541,1.412,3.296,21.249,21.900,4.654,*,*,*
1878,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,29/04/1878,29/04/1878,18/09/1878,21/09/1878,rock,1.250,27.550,7.062,1.067,0.722,8.851,24.900,2.204,*,*,*
1878,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,29/04/1878,29/04/1878,18/09/1878,21/09/1878,rock,1.280,38.213,9.636,0.879,1.193,11.708,25.500,2.985,*,*,*
1878,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,29/04/1878,29/04/1878,18/09/1878,21/09/1878,rock,0.950,49.893,18.424,1.193,2.637,22.254,23.600,5.252,*,*,*
1878,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,29/04/1878,29/04/1878,18/09/1878,21/09/1878,rock,0.940,53.057,19.021,1.130,2.982,23.133,24.400,5.644,*,*,*
1878,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,29/04/1878,29/04/1878,18/09/1878,21/09/1878,rock,0.680,16.203,8.255,1.193,0.439,9.887,24.100,2.383,*,*,*
1878,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,29/04/1878,29/04/1878,18/09/1878,21/09/1878,rock,0.710,17.271,8.537,1.130,0.596,10.264,23.700,2.432,*,*,*
1879,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,02/05/1879,02/05/1879,13/10/1879,16/10/1879,rock,1.000,4.958,1.444,0.502,0.094,2.040,24.300,0.496,*,*,*
1879,potatoes,2,FYM,FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,02/05/1879,02/05/1879,13/10/1879,16/10/1879,rock,0.930,13.421,4.206,0.565,1.318,6.089,23.700,1.443,*,*,*
1879,potatoes,3,FYM P,FYM,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,02/05/1879,02/05/1879,13/10/1879,16/10/1879,rock,0.910,13.779,4.269,0.753,1.287,6.309,24.000,1.514,*,*,*
1879,potatoes,4,FYM N*P,FYM,N*,96.406,P,33.630,0,0.000,0,0.000,0,0.000,02/05/1879,02/05/1879,13/10/1879,16/10/1879,rock,1.040,23.930,7.031,0.722,1.601,9.353,24.600,2.301,*,*,*
1879,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,02/05/1879,02/05/1879,13/10/1879,16/10/1879,rock,1.100,7.814,2.197,0.502,0.188,2.888,24.600,0.710,*,*,*
1879,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,02/05/1879,02/05/1879,13/10/1879,16/10/1879,rock,1.200,7.815,1.789,0.565,0.251,2.605,25.000,0.651,*,*,*
1879,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,02/05/1879,02/05/1879,13/10/1879,16/10/1879,rock,1.050,16.901,5.587,0.628,0.753,6.968,23.100,1.610,*,*,*
1879,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,02/05/1879,02/05/1879,13/10/1879,16/10/1879,rock,1.140,16.762,4.802,0.565,0.785,6.152,23.900,1.470,*,*,*
1879,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,02/05/1879,02/05/1879,13/10/1879,16/10/1879,rock,0.930,6.062,2.166,0.439,0.157,2.762,23.600,0.652,*,*,*
1879,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,02/05/1879,02/05/1879,13/10/1879,16/10/1879,rock,0.900,5.709,2.103,0.377,0.220,2.699,23.500,0.634,*,*,*
1880,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,13/04/1880,13/04/1880,28/09/1880,28/09/1880,champion,1.330,10.219,1.820,0.785,0.063,2.668,28.800,0.768,*,*,*
1880,potatoes,2,FYM,FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,13/04/1880,13/04/1880,28/09/1880,28/09/1880,champion,1.040,37.569,11.708,0.753,0.628,13.089,27.600,3.612,*,*,*
1880,potatoes,3,FYM P,FYM,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,13/04/1880,13/04/1880,28/09/1880,28/09/1880,champion,0.990,42.415,13.402,0.659,1.350,15.411,27.800,4.284,*,*,*
1880,potatoes,4,FYM N*P,FYM,N*,96.406,P,33.630,0,0.000,0,0.000,0,0.000,13/04/1880,13/04/1880,28/09/1880,28/09/1880,champion,1.410,58.328,13.057,0.659,2.699,16.416,25.200,4.137,*,*,*
1880,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,13/04/1880,13/04/1880,09/09/1880,09/09/1880,champion,1.510,9.590,1.067,1.161,0.000,2.229,28.500,0.635,*,*,*
1880,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,13/04/1880,13/04/1880,09/09/1880,09/09/1880,champion,1.440,11.064,1.412,1.256,0.000,2.668,28.800,0.768,*,*,*
1880,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,13/04/1880,13/04/1880,29/09/1880,29/09/1880,champion,1.260,54.902,14.501,0.691,1.632,16.824,25.900,4.357,*,*,*
1880,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,13/04/1880,13/04/1880,29/09/1880,29/09/1880,champion,1.190,60.335,15.505,0.847,2.637,18.989,26.700,5.070,*,*,*
1880,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,13/04/1880,13/04/1880,30/09/1880,30/09/1880,champion,0.910,24.550,8.663,0.847,0.408,9.918,27.200,2.698,*,*,*
1880,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,13/04/1880,13/04/1880,30/09/1880,30/09/1880,champion,0.870,22.812,8.443,0.753,0.408,9.605,27.300,2.622,*,*,*
1881,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,31/03/1881,31/03/1881,05/10/1881,07/10/1881,champion,1.280,19.973,4.677,0.408,0.031,5.116,30.500,1.560,*,*,*
1881,potatoes,2,FYM,FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,31/03/1881,31/03/1881,05/10/1881,07/10/1881,champion,1.010,59.041,19.397,0.471,0.220,20.088,29.100,5.846,*,*,*
1881,potatoes,3,FYM P,FYM,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,31/03/1881,31/03/1881,05/10/1881,07/10/1881,champion,1.050,51.676,16.855,0.502,0.157,17.514,28.100,4.921,*,*,*
1881,potatoes,4,FYM N*P,FYM,N*,96.406,P,33.630,0,0.000,0,0.000,0,0.000,31/03/1881,31/03/1881,05/10/1881,07/10/1881,champion,1.390,82.353,20.935,0.659,1.193,22.787,26.000,5.925,*,*,*
1881,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,31/03/1881,31/03/1881,05/10/1881,07/10/1881,champion,1.350,23.881,5.775,0.565,0.000,6.340,27.900,1.769,*,*,*
1881,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,31/03/1881,31/03/1881,05/10/1881,07/10/1881,champion,1.360,30.479,7.502,0.408,0.094,8.004,28.000,2.241,*,*,*
1881,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,31/03/1881,31/03/1881,05/10/1881,07/10/1881,champion,1.150,83.268,26.475,0.439,0.204,27.119,26.700,7.241,*,*,*
1881,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,31/03/1881,31/03/1881,05/10/1881,07/10/1881,champion,1.350,85.763,24.168,0.502,0.439,25.110,25.300,6.353,*,*,*
1881,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,31/03/1881,31/03/1881,05/10/1881,07/10/1881,champion,0.830,33.695,13.528,0.408,0.063,13.999,29.000,4.060,*,*,*
1881,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,31/03/1881,31/03/1881,05/10/1881,07/10/1881,champion,0.800,33.683,14.407,0.345,0.126,14.878,28.300,4.210,*,*,*
1882,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1882,21/03/1882,25/09/1882,27/09/1882,champion,1.000,14.445,4.426,0.439,0.031,4.896,29.500,1.444,*,*,*
1882,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1882,21/03/1882,25/09/1882,27/09/1882,champion,0.860,26.173,9.510,0.282,0.251,10.044,30.300,3.043,*,*,*
1882,potatoes,3,FYM P,FYM,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,21/03/1882,21/03/1882,25/09/1882,27/09/1882,champion,0.910,37.954,13.559,0.534,0.439,14.532,28.700,4.171,*,*,*
1882,potatoes,4,FYM (N*)P,FYM,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,21/03/1882,21/03/1882,25/09/1882,27/09/1882,champion,1.180,36.354,10.954,0.471,0.157,11.582,26.600,3.081,*,*,*
1882,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1882,21/03/1882,25/09/1882,27/09/1882,champion,1.340,19.831,4.802,0.471,0.031,5.304,27.900,1.480,*,*,*
1882,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,21/03/1882,21/03/1882,25/09/1882,27/09/1882,champion,1.460,21.352,4.834,0.377,0.031,5.242,27.900,1.462,*,*,*
1882,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,21/03/1882,21/03/1882,25/09/1882,27/09/1882,champion,1.110,65.438,19.523,0.439,1.475,21.438,27.500,5.895,*,*,*
1882,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,21/03/1882,21/03/1882,25/09/1882,27/09/1882,champion,1.190,60.144,17.138,0.439,0.345,17.922,28.200,5.054,*,*,*
1882,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,21/03/1882,21/03/1882,25/09/1882,27/09/1882,champion,0.710,25.008,11.551,0.282,0.188,12.021,29.300,3.522,*,*,*
1882,potatoes,10,PKNaMg,0,0,0.000,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,21/03/1882,21/03/1882,25/09/1882,27/09/1882,champion,0.790,25.976,10.986,0.282,0.031,11.300,29.100,3.288,*,*,*
1883,potatoes,1,None,0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,22/03/1883,22/03/1883,22/10/1883,25/10/1883,champion,1.100,20.467,5.556,0.816,0.157,6.529,28.500,1.861,*,*,*
1883,potatoes,2,None (FYM),0,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,22/03/1883,22/03/1883,22/10/1883,25/10/1883,champion,0.970,37.825,10.703,2.574,0.502,13.779,28.300,3.899,*,*,*
1883,potatoes,3,FYM (P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,22/03/1883,22/03/1883,22/10/1883,25/10/1883,champion,1.090,43.955,13.371,1.193,0.596,15.160,26.600,4.033,*,*,*
1883,potatoes,4,FYM (N*P),FYM,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,22/03/1883,22/03/1883,22/10/1883,25/10/1883,champion,1.220,37.623,10.138,1.412,0.220,11.770,26.200,3.084,*,*,*
1883,potatoes,5,N,0,N ,96.406,0,0.000,0,0.000,0,0.000,0,0.000,22/03/1883,22/03/1883,22/10/1883,25/10/1883,champion,1.370,29.733,6.686,1.067,0.345,8.098,26.800,2.170,*,*,*
1883,potatoes,6,N*,0,N*,96.406,0,0.000,0,0.000,0,0.000,0,0.000,22/03/1883,22/03/1883,22/10/1883,25/10/1883,champion,1.470,30.914,6.717,0.973,0.157,7.847,26.800,2.103,*,*,*
1883,potatoes,7,NPKNaMg,0,N ,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,22/03/1883,22/03/1883,22/10/1883,25/10/1883,champion,1.080,63.591,19.680,1.758,1.036,22.473,26.200,5.888,*,*,*
1883,potatoes,8,N*PKNaMg,0,N*,96.406,P,33.630,K ,136.762,Na ,15.694,Mg ,11.210,22/03/1883,22/03/1883,22/10/1883,25/10/1883,champion,1.370,73.343,18.770,1.224,0.439,20.433,26.200,5.354,*,*,*
1883,potatoes,9,P,0,0,0.000,P,33.630,0,0.000,0,0.000,0,0.000,22/03/1883,22/03/1883,22/10/1883,25/10/1883,champion,0.770,26.164,11.111,0.973,0.408,12.492,27.200,3.398,*,*,*
