harvest_year,crop,previous_crop,plot,sub_plot,sub_sub_plot,old_plot_notation,fertilizer_code,fertilizer_n_amount,fertilizer_n_date,sow_date,harvest_date,cultivar,plot_area,grain_yield,straw_yield,note_id
1957,fallow,fallow,6,*,*,6,N1,0.000,*,*,*,*,*,*,*,11.000
1957,fallow,fallow,7,*,*,7,N3,0.000,*,*,*,*,*,*,*,11.000
1957,fallow,fallow,8,*,*,8,*,0.000,*,*,*,*,*,*,*,11.000
1957,fallow,fallow,9,*,*,9,N2,0.000,*,*,*,*,*,*,*,11.000
1957,fallow,fallow,10,a,*,10a,N2,0.000,*,*,*,*,*,*,*,11.000
1957,fallow,fallow,10,b,*,10b,N3,0.000,*,*,*,*,*,*,*,11.000
1957,fallow,fallow,11,a,*,11a,N1,0.000,*,*,*,*,*,*,*,11.000
1957,fallow,fallow,11,b,1,11b,N3,0.000,*,*,*,*,*,*,*,11.000
1957,fallow,fallow,11,b,2,11b,N1,0.000,*,*,*,*,*,*,*,11.000
1957,fallow,fallow,11,b,3,11b,N2,0.000,*,*,*,*,*,*,*,11.000
1958,winter wheat,fallow,1,*,*,1,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.101,*,*,5.000
1958,winter wheat,fallow,2,*,*,2,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.101,*,*,5.000
1958,winter wheat,fallow,3,*,*,3,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.101,*,*,5.000
1958,winter wheat,fallow,4,*,*,4,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.101,*,*,5.000
1958,winter wheat,fallow,5,*,*,5,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.101,*,*,5.000
1958,winter wheat,fallow,6,*,*,6,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.101,*,*,5.000
1958,winter wheat,fallow,7,*,*,7,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.101,*,*,5.000
1958,winter wheat,fallow,8,*,*,8,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.101,*,*,5.000
1958,winter wheat,fallow,9,*,*,9,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.101,*,*,5.000
1958,winter wheat,fallow,10,a,*,10a,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.051,*,*,5.000
1958,winter wheat,fallow,10,b,*,10b,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.051,*,*,5.000
1958,winter wheat,fallow,11,a,*,11a,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.051,*,*,5.000
1958,winter wheat,fallow,11,b,1,11b,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.017,*,*,5.000
1958,winter wheat,fallow,11,b,2,11b,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.017,*,*,5.000
1958,winter wheat,fallow,11,b,2,11b,none,0.000,*,1957-11-19 00:00:00,*,Squareheads Master,0.017,*,*,5.000
1959,winter wheat,winter wheat,1,*,*,1,basalN,114.342,1959-03-25,1958-12-05 00:00:00,1959-08-20 00:00:00,Squareheads Master,0.051,2.598,3.401,6.000
1959,spring barley,winter wheat,1,*,*,1,basalN,114.342,1959-03-25,1959-03-16 00:00:00,1959-08-19 00:00:00,Plumage Archer,0.051,2.598,1.770,6.000
1959,winter wheat,winter wheat,2,*,*,2,basalN,114.342,1959-03-25,1958-12-05 00:00:00,1959-08-20 00:00:00,Squareheads Master,0.051,1.694,2.309,6.000
1959,spring barley,winter wheat,2,*,*,2,basalN,114.342,1959-03-25,1959-03-16 00:00:00,1959-08-19 00:00:00,Plumage Archer,0.051,1.895,1.481,6.000
1959,winter wheat,winter wheat,3,*,*,3,basalN,114.342,1959-03-25,1958-12-05 00:00:00,1959-08-20 00:00:00,Squareheads Master,0.051,2.648,3.150,6.000
1959,spring barley,winter wheat,3,*,*,3,basalN,114.342,1959-03-25,1959-03-16 00:00:00,1959-08-19 00:00:00,Plumage Archer,0.051,2.673,1.682,6.000
1959,winter wheat,winter wheat,4,*,*,4,basalN,114.342,1959-03-25,1958-12-05 00:00:00,1959-08-20 00:00:00,Squareheads Master,0.051,2.422,4.016,6.000
1959,spring barley,winter wheat,4,*,*,4,basalN,114.342,1959-03-25,1959-03-16 00:00:00,1959-08-19 00:00:00,Plumage Archer,0.051,3.062,2.874,6.000
1959,winter wheat,winter wheat,5,*,*,5,basalN,114.342,1959-03-25,1958-12-05 00:00:00,1959-08-20 00:00:00,Squareheads Master,0.051,2.246,3.464,6.000
1959,spring barley,winter wheat,5,*,*,5,basalN,114.342,1959-03-25,1959-03-16 00:00:00,1959-08-19 00:00:00,Plumage Archer,0.051,3.614,2.435,6.000
1959,winter wheat,winter wheat,6,*,*,6,basalN,114.342,1959-03-25,1958-12-05 00:00:00,1959-08-20 00:00:00,Squareheads Master,0.051,2.309,4.029,6.000
1959,spring barley,winter wheat,6,*,*,6,basalN,114.342,1959-03-25,1959-03-16 00:00:00,1959-08-19 00:00:00,Plumage Archer,0.051,3.050,2.635,6.000
1959,winter wheat,winter wheat,7,*,*,7,basalN,114.342,1959-03-25,1958-12-05 00:00:00,1959-08-20 00:00:00,Squareheads Master,0.051,2.134,3.062,6.000
1959,spring barley,winter wheat,7,*,*,7,basalN,114.342,1959-03-25,1959-03-16 00:00:00,1959-08-19 00:00:00,Plumage Archer,0.051,2.886,1.995,6.000
1959,winter wheat,winter wheat,8,*,*,8,basalN,114.342,1959-03-25,1958-12-05 00:00:00,1959-08-20 00:00:00,Squareheads Master,0.051,2.472,3.376,6.000
1959,spring barley,winter wheat,8,*,*,8,basalN,114.342,1959-03-25,1959-03-16 00:00:00,1959-08-19 00:00:00,Plumage Archer,0.051,2.723,1.606,6.000
1959,winter wheat,winter wheat,9,*,*,9,basalN,114.342,1959-03-25,1958-12-05 00:00:00,1959-08-20 00:00:00,Squareheads Master,0.051,2.284,3.740,6.000
1959,spring barley,winter wheat,9,*,*,9,basalN,114.342,1959-03-25,1959-03-16 00:00:00,1959-08-19 00:00:00,Plumage Archer,0.051,3.025,2.083,6.000
1959,winter wheat,winter wheat,10,a,*,10a,basalN,114.342,1959-03-25,1958-12-05 00:00:00,1959-08-20 00:00:00,Squareheads Master,0.025,2.385,2.886,6.000
1959,spring barley,winter wheat,10,a,*,10a,basalN,114.342,1959-03-25,1959-03-16 00:00:00,1959-08-19 00:00:00,Plumage Archer,0.025,2.246,1.594,6.000
1959,winter wheat,winter wheat,10,b,*,10b,basalN,114.342,1959-03-25,1958-12-05 00:00:00,1959-08-20 00:00:00,Squareheads Master,0.025,2.523,2.548,6.000
1959,spring barley,winter wheat,10,b,*,10b,basalN,114.342,1959-03-25,1959-03-16 00:00:00,1959-08-19 00:00:00,Plumage Archer,0.025,2.184,1.393,6.000
1959,winter wheat,winter wheat,11,a,*,11a,basalN,114.342,1959-03-25,1958-12-05 00:00:00,1959-08-20 00:00:00,Squareheads Master,0.025,2.548,3.288,6.000
1959,spring barley,winter wheat,11,a,*,11a,basalN,114.342,1959-03-25,1959-03-16 00:00:00,1959-08-19 00:00:00,Plumage Archer,0.025,2.686,1.832,6.000
1959,winter wheat,winter wheat,11,b,*,11b,basalN,114.342,1959-03-25,1958-12-05 00:00:00,1959-08-20 00:00:00,Squareheads Master,0.025,2.999,3.790,6.000
1959,spring barley,winter wheat,11,b,*,11b,basalN,114.342,1959-03-25,1959-03-16 00:00:00,1959-08-19 00:00:00,Plumage Archer,0.025,3.213,2.272,6.000
1960,winter wheat,winter wheat,1,*,*,1,basalN,114.342,1960-03-21,1959-10-22 00:00:00,1960-08-31 00:00:00,Squareheads Master,0.017,1.531,3.313,7.000
1960,spring barley,spring barley,1,*,*,1,basalN,114.342,1960-03-21,1960-03-21 00:00:00,1960-08-30 00:00:00,Plumage Archer,0.017,2.673,2.309,7.000
1960,winter wheat,winter wheat,2,*,*,2,basalN,114.342,1960-03-21,1959-10-22 00:00:00,1960-08-31 00:00:00,Squareheads Master,0.017,1.217,2.334,7.000
1960,spring barley,spring barley,2,*,*,2,basalN,114.342,1960-03-21,1960-03-21 00:00:00,1960-08-30 00:00:00,Plumage Archer,0.017,1.933,1.606,7.000
1960,winter wheat,winter wheat,3,*,*,3,basalN,114.342,1960-03-21,1959-10-22 00:00:00,1960-08-31 00:00:00,Squareheads Master,0.017,2.510,2.874,7.000
1960,spring barley,spring barley,3,*,*,3,basalN,114.342,1960-03-21,1960-03-21 00:00:00,1960-08-30 00:00:00,Plumage Archer,0.017,2.560,1.895,7.000
1960,winter wheat,winter wheat,4,*,*,4,basalN,114.342,1960-03-21,1959-10-22 00:00:00,1960-08-31 00:00:00,Squareheads Master,0.017,1.895,3.376,7.000
1960,spring barley,spring barley,4,*,*,4,basalN,114.342,1960-03-21,1960-03-21 00:00:00,1960-08-30 00:00:00,Plumage Archer,0.017,2.748,2.272,7.000
1960,winter wheat,winter wheat,5,*,*,5,basalN,114.342,1960-03-21,1959-10-22 00:00:00,1960-08-31 00:00:00,Squareheads Master,0.017,1.883,2.410,7.000
1960,spring barley,spring barley,5,*,*,5,basalN,114.342,1960-03-21,1960-03-21 00:00:00,1960-08-30 00:00:00,Plumage Archer,0.017,2.886,2.171,7.000
1960,winter wheat,winter wheat,6,*,*,6,basalN,114.342,1960-03-21,1959-10-22 00:00:00,1960-08-31 00:00:00,Squareheads Master,0.017,2.535,2.861,7.000
1960,spring barley,spring barley,6,*,*,6,basalN,114.342,1960-03-21,1960-03-21 00:00:00,1960-08-30 00:00:00,Plumage Archer,0.017,3.100,2.196,7.000
1960,winter wheat,winter wheat,7,*,*,7,basalN,114.342,1960-03-21,1959-10-22 00:00:00,1960-08-31 00:00:00,Squareheads Master,0.017,2.623,2.949,7.000
1960,microplot experiments,Spring barley,7,*,*,7,*,*,*,*,*,*,*,*,*,7.000
1960,winter wheat,winter wheat,8,*,*,8,basalN,114.342,1960-03-21,1959-10-22 00:00:00,1960-08-31 00:00:00,Squareheads Master,0.017,2.548,2.548,7.000
1960,microplot experiments,Spring barley,8,*,*,8,*,*,*,*,*,*,*,*,*,7.000
1960,winter wheat,winter wheat,9,*,*,9,basalN,114.342,1960-03-21,1959-10-22 00:00:00,1960-08-31 00:00:00,Squareheads Master,0.017,2.974,3.677,7.000
1960,microplot experiments,Spring barley,9,*,*,9,*,*,*,*,*,*,*,*,*,7.000
1960,winter wheat,winter wheat,10,a,*,10a,basalN,114.342,1960-03-21,1959-10-22 00:00:00,1960-08-31 00:00:00,Squareheads Master,0.011,2.422,2.761,7.000
1960,spring barley,spring barley,10,a,*,10a,basalN,114.342,1960-03-21,1960-03-21 00:00:00,1960-08-30 00:00:00,Plumage Archer,0.011,2.460,1.406,7.000
1960,winter wheat,winter wheat,10,b,*,10b,basalN,114.342,1960-03-21,1959-10-22 00:00:00,1960-08-31 00:00:00,Squareheads Master,0.011,2.548,3.363,7.000
1960,spring barley,spring barley,10,b,*,10b,basalN,114.342,1960-03-21,1960-03-21 00:00:00,1960-08-30 00:00:00,Plumage Archer,0.011,2.347,1.293,7.000
1960,winter wheat,winter wheat,11,a,*,11a,basalN,114.342,1960-03-21,1959-10-22 00:00:00,1960-08-31 00:00:00,Squareheads Master,0.011,3.175,*,7.000
1960,spring barley,spring barley,11,a,*,11a,basalN,114.342,1960-03-21,1960-03-21 00:00:00,1960-08-30 00:00:00,Plumage Archer,0.011,2.623,1.694,7.000
1960,winter wheat,winter wheat,11,b,*,11b,basalN,114.342,1960-03-21,1959-10-22 00:00:00,1960-08-31 00:00:00,Squareheads Master,0.011,3.225,4.066,7.000
1960,spring barley,spring barley,11,b,*,11b,basalN,114.342,1960-03-21,1960-03-21 00:00:00,1960-08-30 00:00:00,Plumage Archer,0.011,2.824,1.908,7.000
1961,spring wheat,winter wheat,1,*,*,1,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.017,0.515,1.305,8.000
1961,spring barley,spring barley,1,*,*,1,basalN,114.342,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.017,1.870,1.142,8.000
1961,spring wheat,winter wheat,2,*,*,2,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.017,0.703,0.891,8.000
1961,spring barley,spring barley,2,*,*,2,basalN,114.342,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.017,1.268,0.690,8.000
1961,spring wheat,winter wheat,3,*,*,3,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.017,1.255,1.255,8.000
1961,spring barley,spring barley,3,*,*,3,basalN,114.342,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.017,1.594,0.703,8.000
1961,spring wheat,winter wheat,4,*,*,4,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.017,0.690,1.857,8.000
1961,spring barley,spring barley,4,*,*,4,basalN,114.342,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.017,2.723,1.657,8.000
1961,spring wheat,winter wheat,5,*,*,5,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.017,1.167,1.217,8.000
1961,spring barley,spring barley,5,*,*,5,basalN,114.342,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.017,2.372,1.092,8.000
1961,spring wheat,winter wheat,6,*,*,6,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.017,2.033,1.443,8.000
1961,spring barley,spring barley,6,*,*,6,basalN,114.342,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.017,2.698,1.393,8.000
1961,spring wheat,winter wheat,7,*,*,7,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.017,1.631,1.493,8.000
1961,fallow,microplot experiments,7,*,*,7,none,0.000,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.017,*,*,*
1961,spring wheat,winter wheat,8,*,*,8,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.017,1.406,1.657,8.000
1961,fallow,microplot experiments,8,*,*,8,none,0.000,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.017,*,*,*
1961,spring wheat,winter wheat,9,*,*,9,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.017,2.046,1.933,8.000
1961,fallow,microplot experiments,9,*,*,9,none,0.000,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.017,*,*,*
1961,spring wheat,winter wheat,10,a,x,10a,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.006,1.770,1.167,8.000
1961,spring barley,spring barley,10,a,x,10a,basalN,114.342,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.006,1.707,0.590,8.000
1961,spring wheat,winter wheat,10,a,y,10a,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.006,1.782,1.142,8.000
1961,fallow,Spring barley,10,a,y,10a,none,0.000,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.006,*,*,*
1961,spring wheat,winter wheat,10,b,x,10b,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.006,1.883,1.330,8.000
1961,spring barley,spring barley,10,b,x,10b,basalN,114.342,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.006,1.770,0.665,8.000
1961,spring wheat,winter wheat,10,b,y,10b,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.006,2.309,1.393,8.000
1961,fallow,Spring barley,10,b,y,10b,none,0.000,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.006,*,*,*
1961,microplot experiments,winter wheat,11,a,y,11a,*,*,*,*,*,*,*,*,*,*
1961,spring barley,spring barley,11,a,y,11a,basalN,114.342,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.006,2.510,1.017,8.000
1961,spring wheat,winter wheat,11,a,z,11a,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.006,1.908,2.209,8.000
1961,microplot experiments,Spring barley,11,a,z,11a,*,*,*,*,*,*,*,*,*,*
1961,microplot experiments,winter wheat,11,b,y,11b,*,*,*,*,*,*,*,*,*,*
1961,spring barley,spring barley,11,b,y,11b,basalN,114.342,1961-03-09,1961-03-09 00:00:00,1961-08-28 00:00:00,Plumage Archer,0.006,2.924,1.594,8.000
1961,spring wheat,winter wheat,11,b,z,11b,basalN,114.342,1961-03-22,1961-03-22 00:00:00,1961-08-26 00:00:00,Jufy I,0.006,1.782,3.326,8.000
1961,microplot experiments,Spring barley,11,b,z,11b,*,*,*,*,*,*,*,*,*,*
1962,spring oats,spring wheat,1,*,*,1,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,2.723,1.493,*
1962,spring oats,Spring barley,1,*,*,1,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,2.648,1.531,*
1962,spring oats,spring wheat,2,*,*,2,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,2.510,1.180,*
1962,spring oats,Spring barley,2,*,*,2,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,3.087,1.581,*
1962,spring oats,spring wheat,3,*,*,3,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,2.485,1.280,*
1962,spring oats,Spring barley,3,*,*,3,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,2.535,1.192,*
1962,spring oats,spring wheat,4,*,*,4,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,3.702,2.309,*
1962,spring oats,Spring barley,4,*,*,4,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,3.752,2.661,*
1962,spring oats,spring wheat,5,*,*,5,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,2.761,1.280,*
1962,spring oats,Spring barley,5,*,*,5,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,3.501,1.832,*
1962,spring oats,spring wheat,6,*,*,6,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,3.050,1.493,*
1962,spring oats,Spring barley,6,*,*,6,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,3.614,1.958,*
1962,spring oats,spring wheat,7,*,*,7,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,2.447,1.129,*
1962,microplot experiments,fallow,7,*,*,7,*,*,*,*,*,*,*,*,*,*
1962,spring oats,spring wheat,8,*,*,8,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,2.723,1.242,*
1962,microplot experiments,fallow,8,*,*,8,*,*,*,*,*,*,*,*,*,*
1962,spring oats,spring wheat,9,*,*,9,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.017,3.439,1.820,*
1962,microplot experiments,fallow,9,*,*,9,*,*,*,*,*,*,*,*,*,*
1962,spring oats,spring wheat,10,a,x,10a,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.006,2.447,1.142,*
1962,spring oats,Spring barley,10,a,x,10a,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.006,2.861,1.029,*
1962,spring oats,spring wheat,10,a,y,10a,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.006,2.698,1.230,*
1962,fallow,fallow,10,a,y,10a,none,0.000,*,*,*,*,*,*,*,*
1962,spring oats,spring wheat,10,b,x,10b,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.006,2.410,0.853,*
1962,spring oats,Spring barley,10,b,x,10b,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.006,2.623,1.355,*
1962,spring oats,spring wheat,10,b,y,10b,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.006,2.824,1.343,*
1962,fallow,fallow,10,b,y,10b,none,0.000,*,*,*,*,*,*,*,*
1962,fallow,microplot experiments,11,a,y,11a,none,0.000,*,*,*,*,*,*,*,*
1962,spring oats,Spring barley,11,a,y,11a,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.006,3.276,1.744,*
1962,spring oats,spring wheat,11,a,z,11a,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.006,2.999,1.657,*
1962,fallow,microplot experiments,11,a,z,11a,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.006,*,*,*
1962,fallow,microplot experiments,11,b,y,11b,none,0.000,*,*,*,*,*,*,*,*
1962,spring oats,Spring barley,11,b,y,11b,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.006,3.602,1.757,*
1962,spring oats,spring wheat,11,b,z,11b,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.006,3.765,1.933,*
1962,fallow,microplot experiments,11,b,z,11b,basalN,62.776,1962-02-24,1962-01-17 00:00:00,1962-08-27 00:00:00,Condor,0.006,*,*,*
1963,fallow,oats,1,*,*,1,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,oats,2,*,*,2,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,oats,3,*,*,3,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,oats,4,*,*,4,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,oats,5,*,*,5,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,oats,6,*,*,6,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,microplot experiments,7,*,*,7,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,microplot experiments,8,*,*,8,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,microplot experiments,9,*,*,9,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,oats,10,a,x,10a,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,fallow,10,a,y,10a,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,oats,10,b,x,10b,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,fallow,10,b,y,10b,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,oats,11,a,y,11a,*,*,*,*,*,*,*,*,*,12.000
1963,fallow,fallow,11,a,z,11a,none,0.000,*,*,*,*,*,*,*,12.000
1963,fallow,oats,11,b,y,11b,*,*,*,*,*,*,*,*,*,12.000
1963,fallow,fallow,11,b,z,11b,none,0.000,*,*,*,*,*,*,*,12.000
1964,spring beans,wheat,1,*,*,1,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,2.385,*,*
1964,spring beans,barley,1,*,*,1,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,2.171,*,*
1964,spring beans,wheat,2,*,*,2,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,2.008,*,*
1964,spring beans,barley,2,*,*,2,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,2.259,*,*
1964,spring beans,wheat,3,*,*,3,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,2.297,*,*
1964,spring beans,barley,3,*,*,3,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,1.958,*,*
1964,spring beans,wheat,4,*,*,4,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,2.523,*,*
1964,spring beans,barley,4,*,*,4,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,1.807,*,*
1964,spring beans,wheat,5,*,*,5,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,1.807,*,*
1964,spring beans,barley,5,*,*,5,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,2.096,*,*
1964,spring beans,wheat,6,*,*,6,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,2.058,*,*
1964,spring beans,barley,6,*,*,6,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,2.309,*,*
1964,spring beans,wheat,7,*,*,7,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,2.297,*,*
1964,microplot experiments,barley,7,*,*,7,*,*,*,*,*,*,*,*,*,*
1964,spring beans,wheat,8,*,*,8,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,2.485,*,*
1964,microplot experiments,barley,8,*,*,8,*,*,*,*,*,*,*,*,*,*
1964,spring beans,wheat,9,*,*,9,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.017,2.661,*,*
1964,microplot experiments,barley,9,*,*,9,*,*,*,*,*,*,*,*,*,*
1964,spring beans,wheat,10,a,x,10a,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.006,2.083,*,*
1964,spring beans,barley,10,a,x,10a,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.006,2.711,*,*
1964,spring beans,wheat,10,a,y,10a,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.006,1.995,*,*
1964,microplot experiments,barley,10,a,y,10a,*,*,*,*,*,*,*,*,*,*
1964,spring beans,wheat,10,b,x,10b,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.006,2.585,*,*
1964,spring beans,barley,10,b,x,10b,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.006,2.397,*,*
1964,spring beans,wheat,10,b,y,10b,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.006,2.058,*,*
1964,microplot experiments,barley,10,b,y,10b,*,*,*,*,*,*,*,*,*,*
1964,microplot experiments,wheat,11,a,y,11a,*,*,*,*,*,*,*,*,*,*
1964,spring beans,barley,11,a,y,11a,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.006,2.008,*,*
1964,spring beans,wheat,11,a,z,11a,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.006,2.962,*,*
1964,microplot experiments,barley,11,a,z,11a,*,*,*,*,*,*,*,*,*,*
1964,microplot experiments,wheat,11,b,y,11b,*,*,*,*,*,*,*,*,*,*
1964,spring beans,barley,11,b,y,11b,none,0.000,*,1964-03-13 00:00:00,1962-08-26 00:00:00,Minor Tick,0.006,2.510,*,*
