harvest_year,strip,section,plot,section_1968onwards,fertilizer_code,cropping,fym_factor_level,fym_applied,fym_date,rape_cake_factor_level,rapecake_n_applied,rape_cake_date,n_factor_level,n_timing,autumn_n_kg,autumn_n_date,spring1_n_kg,spring1_n_date,spring2_n_kg,spring2_n_date,total_fertilizer_n_amount,p_factor_level,p_amount,p_date,k_factor_level,k_amount,k_date,na_factor_level,na_amount,na_date,mg_factor_level,mg_amount,mg_date,sow_date,harvest_date,cultivar,area,grain,straw,note
1930,22,V,22\V,"8,9",FYM,wheat,FYM,35,1929-09-30,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1929-10-15,1930-08-16,Red Standard,0.024,2.300,7.790,2
1930,3,V,3\V,"8,9",Nil,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1929-10-15,1930-08-16,Red Standard,0.040,1.630,3.070,*
1930,5,V,5\V,"8,9",PKNaMg,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,35,1929-10-12,K,90,1929-10-12,Na,16,1929-10-12,Mg,11,1929-10-12,1929-10-15,1930-08-16,Red Standard,0.040,1.780,3.800,*
1930,6,V,6\V,"8,9",N1PKNaMg,wheat,nil,0,*,nil,0,*,N1,autumn_&_spring,24,1929-10-12,24,1930-03-26,0,*,48,P,35,1929-10-12,K,90,1929-10-12,Na,16,1929-10-12,Mg,11,1929-10-12,1929-10-15,1930-08-16,Red Standard,0.040,1.840,5.070,*
1930,7,V,7\V,"8,9",N2PKNaMg,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1929-10-12,72,1930-03-26,0,*,96,P,35,1929-10-12,K,90,1929-10-12,Na,16,1929-10-12,Mg,11,1929-10-12,1929-10-15,1930-08-16,Red Standard,0.040,2.030,7.630,*
1930,8,V,8\V,"8,9",N3PKNaMg,wheat,nil,0,*,nil,0,*,N3,autumn_&_spring,24,1929-10-12,120,1930-03-26,0,*,144,P,35,1929-10-12,K,90,1929-10-12,Na,16,1929-10-12,Mg,11,1929-10-12,1929-10-15,1930-08-16,Red Standard,0.040,2.530,8.020,*
1930,9,V,9\V,"8,9",N1*PKNaMg,wheat,nil,0,*,nil,0,*,N1*,spring,0,*,48,1930-03-26,0,*,48,P,35,1929-10-12,K,90,1929-10-12,Na,16,1929-10-12,Mg,11,1929-10-12,1929-10-15,1930-08-16,Red Standard,0.040,2.300,7.510,7
1930,10,V,10\V,"8,9",N2,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1929-10-12,72,1930-03-26,0,*,96,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1929-10-15,1930-08-16,Red Standard,0.040,1.860,4.950,*
1930,11,V,11\V,"8,9",N2P,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1929-10-12,72,1930-03-26,0,*,96,P,35,1929-10-12,nil,0,*,nil,0,*,nil,0,*,1929-10-15,1930-08-16,Red Standard,0.040,2.380,6.440,*
1930,12,V,12\V,"8,9",N2PNa*,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1929-10-12,72,1930-03-26,0,*,96,P,35,1929-10-12,nil,0,*,Na*,57,1929-10-12,nil,0,*,1929-10-15,1930-08-16,Red Standard,0.040,2.410,7.320,*
1930,13,V,13\V,"8,9",N2PK,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1929-10-12,72,1930-03-26,0,*,96,P,35,1929-10-12,K,90,1929-10-12,nil,0,*,nil,0,*,1929-10-15,1930-08-16,Red Standard,0.040,2.140,7.290,*
1930,14,V,14\V,"8,9",N2PMg*,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1929-10-12,72,1930-03-26,0,*,96,P,35,1929-10-12,nil,0,*,nil,0,*,Mg*,31,1929-10-12,1929-10-15,1930-08-16,Red Standard,0.040,1.980,6.380,*
1930,15,V,15\V,"8,9",N2PKNaMg,wheat,nil,0,*,nil,0,*,N2,autumn,96,1929-10-12,0,*,0,*,96,P,35,1929-10-12,K,90,1929-10-12,Na,16,1929-10-12,Mg,11,1929-10-12,1929-10-15,1930-08-16,Red Standard,0.040,1.780,4.410,*
1930,16,V,16\V,"8,9",N2*PKNaMg,wheat,nil,0,*,nil,0,*,N2*,spring,0,*,48,1930-03-26,48,1930-04-30,96,P,35,1929-10-12,K,90,1929-10-12,Na,16,1929-10-12,Mg,11,1929-10-12,1929-10-15,1930-08-16,Red Standard,0.040,2.070,7.590,*
1930,17,V,17\V,"8,9",N2,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1929-10-12,72,1930-03-26,0,*,96,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1929-10-15,1930-08-16,Red Standard,0.040,1.790,6.350,*
1930,18,V,18\V,"8,9",PKNaMg,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,35,1929-10-12,K,90,1929-10-12,Na,16,1929-10-12,Mg,11,1929-10-12,1929-10-15,1930-08-16,Red Standard,0.040,1.530,3.560,*
1930,19,V,19\V,"8,9",C,wheat,nil,0,*,C,96,1929-10-12,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1929-10-15,1930-08-16,Red Standard,0.040,1.650,5.110,*
1931,21,I,21\I,"0,1",FYM,fallow,FYM,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,1
1931,22,I,22\I,"0,1",FYM,fallow,FYM,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,2
1931,3,I,3\I,"0,1",Nil,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1931,5,I,5\I,"0,1",PKNaMg,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1931,6,I,6\I,"0,1",N1PKNaMg,fallow,nil,0,*,nil,0,*,N1,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1931,7,I,7\I,"0,1",N2PKNaMg,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1931,8,I,8\I,"0,1",N3PKNaMg,fallow,nil,0,*,nil,0,*,N3,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1931,9,I,9\I,"0,1",N1*PKNaMg,fallow,nil,0,*,nil,0,*,N1*,spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1931,10,I,10\I,"0,1",N2,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1931,11,I,11\I,"0,1",N2P,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1931,12,I,12\I,"0,1",N2PNa*,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,nil,0,*,Na*,0,*,nil,0,*,*,*,fallow,*,*,*,*
1931,13,I,13\I,"0,1",N2PK,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,K,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1931,14,I,14\I,"0,1",N2PMg*,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,P,0,*,nil,0,*,nil,0,*,Mg*,0,*,*,*,fallow,*,*,*,*
1931,15,I,15\I,"0,1",N2PKNaMg,fallow,nil,0,*,nil,0,*,N2,autumn,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1931,16,I,16\I,"0,1",N2*PKNaMg,fallow,nil,0,*,nil,0,*,N2*,spring,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1931,17,I,17\I,"0,1",PKNaMg,fallow,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,*
1931,18,I,18\I,"0,1",N2,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1931,19,I,19\I,"0,1",C,fallow,nil,0,*,C,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,*,*,fallow,*,*,*,*
1931,20,I,20\I,"0,1",N2KNaMg,fallow,nil,0,*,nil,0,*,N2,autumn_&_spring,0,*,0,*,0,*,0,nil,0,*,K,0,*,Na,0,*,Mg,0,*,*,*,fallow,*,*,*,3
1931,21,II,21\II,"2,3",FYM,wheat,FYM,35,1930-10-06,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.023,1.200,4.650,1
1931,22,II,22\II,"2,3",FYM,wheat,FYM,35,1930-10-06,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.023,1.170,5.430,2
1931,3,II,3\II,"2,3",Nil,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.038,0.530,1.310,*
1931,5,II,5\II,"2,3",PKNaMg,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.038,0.680,1.780,*
1931,6,II,6\II,"2,3",N1PKNaMg,wheat,nil,0,*,nil,0,*,N1,autumn_&_spring,24,1930-10-14,24,1931-03-27,0,*,48,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.038,1.000,2.800,*
1931,7,II,7\II,"2,3",N2PKNaMg,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.038,1.170,4.230,*
1931,8,II,8\II,"2,3",N3PKNaMg,wheat,nil,0,*,nil,0,*,N3,autumn_&_spring,24,1930-10-14,120,1931-03-27,0,*,144,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.038,1.280,6.360,*
1931,9,II,9\II,"2,3",N1*PKNaMg,wheat,nil,0,*,nil,0,*,N1*,spring,0,*,48,1931-03-27,0,*,48,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.038,1.210,3.550,*
1931,10,II,10\II,"2,3",N2,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.038,1.580,3.670,*
1931,11,II,11\II,"2,3",N2P,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.038,1.860,4.000,*
1931,12,II,12\II,"2,3",N2PNa*,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,nil,0,*,Na*,57,1930-10-14,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.038,1.700,4.420,*
1931,13,II,13\II,"2,3",N2PK,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,K,90,1930-10-14,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.038,1.230,4.480,*
1931,14,II,14\II,"2,3",N2PMg*,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,nil,0,*,nil,0,*,Mg*,31,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.038,1.230,4.000,*
1931,15,II,15\II,"2,3",N2PKNaMg,wheat,nil,0,*,nil,0,*,N2,autumn,96,1930-10-14,0,*,0,*,96,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.038,1.450,3.610,*
1931,16,II,16\II,"2,3",N2*PKNaMg,wheat,nil,0,*,nil,0,*,N2*,spring,0,*,48,1931-03-27,48,1931-05-11,96,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.038,1.370,5.690,*
1931,17,II,17\II,"2,3",PKNaMg,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.038,0.760,1.630,*
1931,18,II,18\II,"2,3",N2,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.038,1.600,4.600,*
1931,19,II,19\II,"2,3",C,wheat,nil,0,*,C,96,1930-10-14,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.038,1.610,3.480,*
1931,20,II,20\II,"2,3",N2KNaMg,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,nil,0,*,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.027,1.090,3.460,3
1931,21,III,21\III,"4,5",FYM,wheat,FYM,35,1930-10-06,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.024,1.490,5.670,1
1931,22,III,22\III,"4,5",FYM,wheat,FYM,35,1930-10-06,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.024,1.630,5.080,2
1931,3,III,3\III,"4,5",Nil,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,0.460,0.980,*
1931,5,III,5\III,"4,5",PKNaMg,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,0.330,0.660,*
1931,6,III,6\III,"4,5",N1PKNaMg,wheat,nil,0,*,nil,0,*,N1,autumn_&_spring,24,1930-10-14,24,1931-03-27,0,*,48,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.300,2.820,*
1931,7,III,7\III,"4,5",N2PKNaMg,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,2.200,5.990,*
1931,8,III,8\III,"4,5",N3PKNaMg,wheat,nil,0,*,nil,0,*,N3,autumn_&_spring,24,1930-10-14,120,1931-03-27,0,*,144,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.770,7.240,*
1931,9,III,9\III,"4,5",N1*PKNaMg,wheat,nil,0,*,nil,0,*,N1*,spring,0,*,48,1931-03-27,0,*,48,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.680,4.370,*
1931,10,III,10\III,"4,5",N2,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,2.140,4.700,*
1931,11,III,11\III,"4,5",N2P,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,2.360,5.080,*
1931,12,III,12\III,"4,5",N2PNa*,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,nil,0,*,Na*,57,1930-10-14,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,2.300,5.210,*
1931,13,III,13\III,"4,5",N2PK,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,K,90,1930-10-14,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,1.780,5.130,*
1931,14,III,14\III,"4,5",N2PMg*,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,nil,0,*,nil,0,*,Mg*,31,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,2.400,5.250,*
1931,15,III,15\III,"4,5",N2PKNaMg,wheat,nil,0,*,nil,0,*,N2,autumn,96,1930-10-14,0,*,0,*,96,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.890,3.800,*
1931,16,III,16\III,"4,5",N2*PKNaMg,wheat,nil,0,*,nil,0,*,N2*,spring,0,*,48,1931-03-27,48,1931-05-11,96,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.870,6.450,*
1931,17,III,17\III,"4,5",PKNaMg,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,0.700,1.380,*
1931,18,III,18\III,"4,5",N2,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,2.090,5.180,*
1931,19,III,19\III,"4,5",C,wheat,nil,0,*,C,96,1930-10-14,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,1.860,4.180,*
1931,21,IV,21\IV,"6,7",FYM,wheat,FYM,35,1930-10-06,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.024,1.850,5.770,1
1931,22,IV,22\IV,"6,7",FYM,wheat,FYM,35,1930-10-06,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.024,1.910,5.320,2
1931,3,IV,3\IV,"6,7",Nil,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,0.380,0.780,*
1931,5,IV,5\IV,"6,7",PKNaMg,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,0.740,1.360,*
1931,6,IV,6\IV,"6,7",N1PKNaMg,wheat,nil,0,*,nil,0,*,N1,autumn_&_spring,24,1930-10-14,24,1931-03-27,0,*,48,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.360,2.950,*
1931,7,IV,7\IV,"6,7",N2PKNaMg,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.670,5.810,*
1931,8,IV,8\IV,"6,7",N3PKNaMg,wheat,nil,0,*,nil,0,*,N3,autumn_&_spring,24,1930-10-14,120,1931-03-27,0,*,144,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.680,7.170,*
1931,9,IV,9\IV,"6,7",N1*PKNaMg,wheat,nil,0,*,nil,0,*,N1*,spring,0,*,48,1931-03-27,0,*,48,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.570,4.220,*
1931,10,IV,10\IV,"6,7",N2,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,2.020,4.750,*
1931,11,IV,11\IV,"6,7",N2P,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,2.270,5.090,*
1931,12,IV,12\IV,"6,7",N2PNa*,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,nil,0,*,Na*,57,1930-10-14,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,2.550,5.710,*
1931,13,IV,13\IV,"6,7",N2PK,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,K,90,1930-10-14,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,1.920,5.960,*
1931,14,IV,14\IV,"6,7",N2PMg*,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,nil,0,*,nil,0,*,Mg*,31,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,2.340,5.770,*
1931,15,IV,15\IV,"6,7",N2PKNaMg,wheat,nil,0,*,nil,0,*,N2,autumn,96,1930-10-14,0,*,0,*,96,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.480,3.970,*
1931,16,IV,16\IV,"6,7",N2*PKNaMg,wheat,nil,0,*,nil,0,*,N2*,spring,0,*,48,1931-03-27,48,1931-05-11,96,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.820,6.510,*
1931,17,IV,17\IV,"6,7",PKNaMg,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,0.710,1.700,*
1931,18,IV,18\IV,"6,7",N2,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,1.590,5.150,*
1931,19,IV,19\IV,"6,7",C,wheat,nil,0,*,C,96,1930-10-14,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,1.940,4.940,*
1931,21,V,21\V,"8,9",FYM,wheat,FYM,35,1930-10-06,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.024,1.600,5.910,1
1931,22,V,22\V,"8,9",FYM,wheat,FYM,35,1930-10-06,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.024,1.790,5.640,2
1931,3,V,3\V,"8,9",Nil,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,0.890,1.540,*
1931,5,V,5\V,"8,9",PKNaMg,wheat,nil,0,*,nil,0,*,nil,*,0,*,0,*,0,*,0,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,0.930,1.960,*
1931,6,V,6\V,"8,9",N1PKNaMg,wheat,nil,0,*,nil,0,*,N1,autumn_&_spring,24,1930-10-14,24,1931-03-27,0,*,48,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.150,2.770,*
1931,7,V,7\V,"8,9",N2PKNaMg,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.200,6.170,*
1931,8,V,8\V,"8,9",N3PKNaMg,wheat,nil,0,*,nil,0,*,N3,autumn_&_spring,24,1930-10-14,120,1931-03-27,0,*,144,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.390,7.470,*
1931,9,V,9\V,"8,9",N1*PKNaMg,wheat,nil,0,*,nil,0,*,N1*,spring,0,*,48,1931-03-27,0,*,48,P,35,1930-10-14,K,90,1930-10-14,Na,16,1930-10-14,Mg,11,1930-10-14,1930-10-16,1931-08-17,Red Standard,0.040,1.290,4.690,*
1931,10,V,10\V,"8,9",N2,wheat,nil,0,*,nil,0,*,N2,autumn_&_spring,24,1930-10-14,72,1931-03-27,0,*,96,nil,0,*,nil,0,*,nil,0,*,nil,0,*,1930-10-16,1931-08-17,Red Standard,0.040,1.910,4.900,*
